TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	23/02/09
TIME	12:28:50
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	900.0000
LASTX	250.0000
NPOINTS	651
FIRSTY	-0.00330
MAXY	0.49912
MINY	-0.00330
XYDATA
609.0000	0.02687
608.0000	0.02773
607.0000	0.02862
606.0000	0.02965
605.0000	0.03059
604.0000	0.03171
603.0000	0.03282
602.0000	0.03401
601.0000	0.03527
600.0000	0.03653
599.0000	0.03782
598.0000	0.03923
597.0000	0.0406
596.0000	0.04203
595.0000	0.04351
594.0000	0.04507
593.0000	0.04671
592.0000	0.04852
591.0000	0.05034
590.0000	0.05218
589.0000	0.05417
588.0000	0.05618
587.0000	0.05825
586.0000	0.06037
585.0000	0.06255
584.0000	0.06472
583.0000	0.06703
582.0000	0.06928
581.0000	0.07173
580.0000	0.07421
579.0000	0.07678
578.0000	0.07936
577.0000	0.08196
576.0000	0.08459
575.0000	0.08735
574.0000	0.0901
573.0000	0.09287
572.0000	0.09571
571.0000	0.09864
570.0000	0.10167
569.0000	0.10469
568.0000	0.10763
567.0000	0.11069
566.0000	0.11377
565.0000	0.11687
564.0000	0.12001
563.0000	0.1232
562.0000	0.12639
561.0000	0.12963
560.0000	0.13288
559.0000	0.13599
558.0000	0.13926
557.0000	0.14245
556.0000	0.14555
555.0000	0.14872
554.0000	0.15193
553.0000	0.15509
552.0000	0.15821
551.0000	0.16136
550.0000	0.16453
549.0000	0.16764
548.0000	0.17069
547.0000	0.17368
546.0000	0.17666
545.0000	0.17944
544.0000	0.1822
543.0000	0.18486
542.0000	0.18744
541.0000	0.18994
540.0000	0.19234
539.0000	0.19464
538.0000	0.19691
537.0000	0.19899
536.0000	0.20102
535.0000	0.20288
534.0000	0.20462
533.0000	0.20621
532.0000	0.2076
531.0000	0.20889
530.0000	0.21003
529.0000	0.21103
528.0000	0.21195
527.0000	0.21271
526.0000	0.21324
525.0000	0.21362
524.0000	0.21388
523.0000	0.21389
522.0000	0.21383
521.0000	0.2135
520.0000	0.21264
519.0000	0.21218
518.0000	0.21167
517.0000	0.21106
516.0000	0.21002
515.0000	0.20887
514.0000	0.2075
513.0000	0.20603
512.0000	0.20437
511.0000	0.20255
510.0000	0.20061
509.0000	0.19854
508.0000	0.19636
507.0000	0.19403
506.0000	0.1916
505.0000	0.18911
504.0000	0.18646
503.0000	0.18363
502.0000	0.18074
501.0000	0.17769
500.0000	0.17463
499.0000	0.17144
498.0000	0.16826
497.0000	0.16485
496.0000	0.16152
495.0000	0.15805
494.0000	0.15463
493.0000	0.15102
492.0000	0.14737
491.0000	0.14372
490.0000	0.14014
489.0000	0.13648
488.0000	0.13282
487.0000	0.12915
486.0000	0.1254
485.0000	0.1218
484.0000	0.1181
483.0000	0.11457
482.0000	0.11103
481.0000	0.10743
480.0000	0.10393
479.0000	0.10042
478.0000	0.09699
477.0000	0.09357
476.0000	0.09018
475.0000	0.08693
474.0000	0.08367
473.0000	0.08052
472.0000	0.07748
471.0000	0.07444
470.0000	0.07145
469.0000	0.06859
468.0000	0.06581
467.0000	0.06311
466.0000	0.06045
465.0000	0.05783
464.0000	0.05538
463.0000	0.05292
462.0000	0.05061
461.0000	0.04829
460.0000	0.04604
459.0000	0.04398
458.0000	0.04192
457.0000	0.03994
456.0000	0.03806
455.0000	0.03615
454.0000	0.03446
453.0000	0.0328
452.0000	0.03119
451.0000	0.02967
450.0000	0.02806
449.0000	0.02656
448.0000	0.0252
447.0000	0.02384
446.0000	0.02264
445.0000	0.02138
444.0000	0.02034
443.0000	0.01926
442.0000	0.01825
441.0000	0.01732
440.0000	0.01628
439.0000	0.01531
438.0000	0.01437
437.0000	0.01356
436.0000	0.01284
435.0000	0.0121
434.0000	0.01147
433.0000	0.01084
432.0000	0.01037
431.0000	0.0099
430.0000	0.00934
429.0000	0.00881
428.0000	0.00838
427.0000	0.00793
426.0000	0.00747
425.0000	0.00704
424.0000	0.00675
423.0000	0.00637
422.0000	0.00611
421.0000	0.00583
420.0000	0.00528
419.0000	0.0052
418.0000	0.00503
417.0000	0.00493
416.0000	0.00464
415.0000	0.00451
414.0000	0.00428
413.0000	0.00411
412.0000	0.00393
411.0000	0.00373
410.0000	0.00373
409.0000	0.00367
408.0000	0.00356
407.0000	0.00345
406.0000	0.0034
405.0000	0.00333
404.0000	0.00324
403.0000	0.00317
402.0000	0.00308
401.0000	0.0032
400.0000	0.0032
399.0000	0.00321
398.0000	0.00319
397.0000	0.0032
396.0000	0.00307
395.0000	0.00308
394.0000	0.00305
393.0000	0.00309
392.0000	0.00302
391.0000	0.003
390.0000	0.0031
389.0000	0.00313
388.0000	0.0031
387.0000	0.00308
386.0000	0.00295
385.0000	0.00306
384.0000	0.00307
383.0000	0.00303
382.0000	0.00301
381.0000	0.00314
380.0000	0.00324
379.0000	0.00322
378.0000	0.00321
377.0000	0.00321
376.0000	0.00322
375.0000	0.00324
374.0000	0.00328
373.0000	0.00333
372.0000	0.00337
371.0000	0.00354
370.0000	0.00384
369.0000	0.0038
368.0000	0.00411
367.0000	0.00406
366.0000	0.00408
365.0000	0.00415
364.0000	0.00414
363.0000	0.00416
362.0000	0.00428
361.0000	0.00413
360.0000	0.00416
359.0000	0.0041
358.0000	0.00418
357.0000	0.00458
356.0000	0.0045
355.0000	0.00459
354.0000	0.00473
353.0000	0.00479
352.0000	0.00498
351.0000	0.00497
350.0000	0.00522
349.0000	0.00566
348.0000	0.00577
347.0000	0.00601
346.0000	0.00614
345.0000	0.00627
344.0000	0.00635
343.0000	0.00653
342.0000	0.00658
341.0000	0.00672
340.0000	0.00706
339.0000	0.00701
338.0000	0.00716
337.0000	0.00744
336.0000	0.0077
335.0000	0.00807
334.0000	0.0085
333.0000	0.00893
332.0000	0.0092
331.0000	0.00958
330.0000	0.00981
329.0000	0.01013
328.0000	0.01057
327.0000	0.0109
326.0000	0.01115
325.0000	0.01154
324.0000	0.01196
323.0000	0.01225
322.0000	0.01265
321.0000	0.01306
320.0000	0.01354
319.0000	0.01408
318.0000	0.01439
317.0000	0.01489
316.0000	0.01529
315.0000	0.01576
314.0000	0.01632
313.0000	0.01664
312.0000	0.01715
311.0000	0.01784
310.0000	0.01835
309.0000	0.01896
308.0000	0.01961
307.0000	0.02023
306.0000	0.02097
305.0000	0.02161
304.0000	0.02228
303.0000	0.02291
302.0000	0.02357
301.0000	0.02441
300.0000	0.02518
299.0000	0.02603
298.0000	0.02699
297.0000	0.02786
296.0000	0.02882
295.0000	0.02961
294.0000	0.03046
293.0000	0.03144
292.0000	0.03243
291.0000	0.03357
290.0000	0.03464
289.0000	0.03589
288.0000	0.03718
287.0000	0.03869
286.0000	0.0403
285.0000	0.04183
284.0000	0.04361
283.0000	0.04547
282.0000	0.04755
281.0000	0.05007
280.0000	0.05303
279.0000	0.05666
278.0000	0.06074
277.0000	0.06551
276.0000	0.07108
275.0000	0.0774
274.0000	0.08361
273.0000	0.08972
272.0000	0.09651
271.0000	0.10414
270.0000	0.11214
269.0000	0.12079
268.0000	0.13051
267.0000	0.14155
266.0000	0.15309
265.0000	0.16485
264.0000	0.1769
263.0000	0.19009
262.0000	0.20537
261.0000	0.22211
260.0000	0.24023
259.0000	0.25952
258.0000	0.28045
257.0000	0.30318
256.0000	0.32729
255.0000	0.35213
254.0000	0.3785
253.0000	0.40645
252.0000	0.43554
251.0000	0.46711
250.0000	0.49912
